TIME,16850C,16850P,16900C,16900P,16950C,16950P,17000C,17000P,17050C,17050P,17100C,17100P,17150C,17150P,17200C,17200P,17250C,17250P,17300C,17300P,17350C,17350P,17400C,17400P,17450C,17450P,17500C,17500P,17550C,17550P,17600C,17600P,17650C,17650P,17700C,17700P,17750C,17750P,17800C,17800P
12:40,-31,-3465,-173,21833,-181,17770,-2578,19492,-992,5016,-1707,25708,-624,8177,6198,14681,4398,-2557,38799,16055,69074,41340,122878,60082,60367,11235,78902,6698,18629,395,19159,1853,43224,28,58166,-140,13586,-29,46587,140
12:41,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:42,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:43,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:59,-38,-3054,-173,21290,-182,16925,-2828,21517,-1001,5176,-1585,29285,-614,8871,7534,15709,5397,-3181,39080,19240,70081,41789,125291,61002,61385,10694,80886,6842,18791,405,20011,1380,47307,26,57631,-123,14601,-28,48605,147
13:00,-38,-3054,-173,21290,-183,16978,-2861,21517,-989,5401,-1519,29285,-614,8252,7976,15709,5208,-3181,38343,19240,69833,41789,125793,61002,61741,10682,81249,6878,18663,354,20382,1383,47588,32,57631,-127,14601,-29,48733,147
13:01,-38,-3054,-173,21290,-183,16978,-2941,21517,-989,5401,-1747,29285,-614,8252,8586,15709,5120,-3181,36991,19240,69099,41789,123177,61002,61097,10682,80211,6878,18377,354,20303,1383,47303,32,58546,-127,14740,-29,47911,147
13:02,-38,-3054,-173,21290,-183,16978,-2941,21517,-989,5401,-1747,29285,-614,8252,8586,15709,5120,-3181,36991,19240,69099,41789,123177,61002,61097,10682,80211,6878,18377,354,20303,1383,47303,32,58546,-127,14740,-29,47911,147
13:03,-44,-3259,-214,21420,-185,17101,-2941,21227,-992,5341,-1747,29376,-629,8506,8586,16623,5120,-2483,36991,17649,69099,42245,123177,62939,61097,10533,80211,6942,18377,290,20303,1616,47303,37,58546,-125,14740,-29,47911,147
13:04,-44,-3372,-214,21890,-185,16907,-3119,20531,-998,5031,-1747,29219,-702,8812,8149,19186,5120,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,18377,296,19308,1587,47303,37,58546,-125,14476,-26,46303,144
13:05,-44,-3372,-214,21890,-185,16907,-3119,20531,-998,5031,-1747,29219,-702,8812,8149,19186,5120,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,18377,296,19308,1587,47303,37,58546,-125,14476,-26,46303,144
13:06,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1587,47077,34,60276,-64,14476,-26,46303,144
13:07,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1587,47077,34,60276,-64,14476,-26,46303,144
13:08,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1358,47077,34,60276,-64,14476,-26,46303,144
13:09,-44,-3486,-260,21480,-193,16709,-3271,20869,-1054,5035,-2256,27224,-751,8745,5590,16245,4630,-2880,34554,14100,65915,41173,116796,57608,59281,9933,80951,6009,18046,192,18316,1358,47090,31,60195,-73,14425,-3,48586,139
13:10,-44,-3486,-260,21480,-193,16709,-3271,20869,-1054,5035,-2256,27224,-751,8745,5590,16245,4630,-2880,34554,14100,65915,41173,116796,57608,59281,9933,80951,6009,18046,192,18316,1358,47090,31,60195,-73,14425,-3,48586,139
13:11,-44,-221,-260,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:12,-44,-221,-260,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:13,-44,-221,-266,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:14,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60187,139,14318,-3,47522,142
13:15,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60187,139,14318,-3,47522,142
13:16,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60273,139,14318,-3,47522,142
13:17,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:19,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:20,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:21,-45,1210,-268,20016,-197,16632,-3509,19625,-1080,6156,-2022,26168,-772,8575,4607,14838,4650,-1674,36347,18725,59538,41875,125696,59377,62289,8954,85457,5706,18163,196,19406,1508,47483,68,59572,129,13516,-2,47885,142
13:22,-45,1210,-268,20016,-197,16632,-3509,19625,-1080,6027,-2022,26168,-772,9085,4607,14838,4650,-1674,36347,18725,59538,41875,125696,59377,62289,8954,85457,5706,18163,196,19406,1543,47483,68,59572,129,13516,-2,47885,142
13:23,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,142
13:24,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,142
13:25,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,138
13:26,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,138
13:27,-45,1562,-271,19861,-197,16743,-3503,18647,-1104,6187,-2016,27144,-803,8910,4581,15029,4788,-1887,35787,20171,60198,43485,128539,60147,63481,8759,86025,5866,18186,204,20167,1572,47576,65,60223,131,13793,-3,47515,139
13:28,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35787,19168,60198,43893,128539,60373,63481,8798,85229,5866,18595,223,20167,1572,47576,65,60285,-23,13785,-3,47523,139
13:29,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,65,60285,-23,13785,-3,47523,139
13:30,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,65,60285,-23,13785,-3,47523,139
13:32,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,67,60285,-23,13785,-4,47523,139
13:32,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,67,60285,-23,13785,-4,47523,139
13:34,-45,1246,-272,19991,-197,16721,-3559,18603,-1138,7792,-1907,27661,-800,9356,3683,15190,4676,-1717,43654,18880,60378,44297,130768,61930,64001,8716,84235,5890,18820,228,20373,1554,47809,83,60181,7,14214,-2,47622,131
13:35,-45,2380,-278,19925,-208,16249,-3559,18603,-1154,7792,-1981,27661,-800,9356,3683,15190,4676,-1717,37393,18880,59502,44297,128649,61930,63574,8716,83682,5980,18820,228,20901,1554,47684,83,60181,7,15579,-2,47622,131
13:36,-45,2380,-278,19925,-208,16249,-3636,19062,-1154,7844,-1981,27776,-766,8856,3928,14728,4548,-1975,37393,17637,59502,43261,128649,60799,63574,8576,83682,5980,18883,226,20901,1533,47684,92,60359,-17,15579,-3,48083,131
13:37,-45,2380,-278,19925,-208,16249,-3636,19062,-1154,7844,-1981,27776,-766,8856,3928,14728,4548,-1975,37393,17637,59502,43261,128649,60799,63574,8576,83682,5980,18883,226,20901,1533,47684,92,60359,-17,15579,-3,48083,135
13:38,-45,2380,-278,19925,-208,16249,-3636,19062,-1154,7844,-1981,27776,-766,8856,3928,14728,4548,-1975,37393,17637,59502,43261,128649,60799,63574,8576,83682,5980,18883,226,20901,1533,47684,92,60359,-17,15579,-3,48083,135
13:39,-45,2380,-278,19925,-208,16249,-3636,19062,-1154,7844,-1981,27776,-766,8856,3928,14728,4548,-1975,37393,17637,59502,43261,128649,60799,63574,8576,83682,5980,18883,226,20901,1533,47684,92,60359,-17,15579,-3,48083,135
13:40,-44,2782,-277,19771,-207,16291,-3637,18595,-1167,7758,-1703,27551,-761,9026,4218,14550,4442,-2225,36262,16139,59967,42376,129232,65776,64288,8567,83729,5928,18823,198,20978,1223,47760,80,61066,-98,15647,-3,48421,135
13:41,-44,3337,-278,19625,-207,15802,-3542,18696,-1173,7579,-1672,27588,-752,8795,4717,14439,5229,-2300,36473,15877,61133,42805,131119,65071,63981,8625,84820,6133,18730,213,21131,1165,48002,79,64444,-114,15670,-3,47073,135
13:42,-44,3337,-278,19625,-207,15802,-3542,18696,-1173,7579,-1672,27588,-752,8795,4717,14439,5229,-2300,36473,15877,61133,42805,131119,65071,63981,8625,84820,6133,18730,213,21131,1165,48002,79,64444,-114,15670,-3,47073,135
13:43,-44,3337,-278,19625,-207,15802,-3542,18696,-1173,7579,-1672,27588,-752,8795,4717,14439,5229,-2300,36473,15877,61133,42805,131119,65071,63981,8625,84820,6133,18730,213,21131,1165,48002,79,64444,-114,15670,-3,47073,135
13:44,-44,3337,-278,19625,-207,15802,-3542,18696,-1173,7579,-1672,27588,-752,8795,4717,14439,5229,-2300,36473,15877,61133,42805,131119,65071,63981,8625,84820,6133,18730,213,21131,1165,48002,79,64444,-114,15670,-3,47073,135
13:45,-44,3407,-271,19832,-207,15772,-3380,18440,-1173,7579,-1810,27823,-765,8795,4958,15103,4626,-2307,36473,16799,61133,42071,131119,63373,63981,8481,84539,6133,18250,199,21131,1373,48027,90,63927,-107,17392,-3,46597,135
13:46,-44,3407,-271,19832,-207,15772,-3380,18440,-1185,8156,-1810,27823,-765,9232,4958,15103,4626,-2307,36571,16799,62454,42071,132472,63373,64055,8481,84539,5958,18250,199,21456,1373,48027,90,63927,-107,17392,-3,46597,135
13:47,-44,3369,-271,19599,-207,15263,-3261,19328,-1174,8122,-1846,27776,-754,9412,4431,14962,4818,-2257,45151,17394,66253,41292,135451,65063,64099,8303,84159,5964,18693,251,21480,1449,48077,90,64080,-89,17891,-4,47062,135
13:48,-44,3369,-271,19599,-207,15263,-3261,19328,-1174,8122,-1846,27776,-754,9412,4431,14962,4818,-2257,45151,17394,66253,41292,135451,65063,64099,8303,84159,5964,18693,251,21480,1449,48077,90,64080,-89,17891,-4,47062,131
13:49,-44,3369,-272,19599,-207,15263,-3261,19328,-1174,8122,-1846,27776,-754,9412,4431,14962,4818,-2257,45151,17394,66253,41292,135451,65063,64099,8303,84159,5964,18693,251,21480,1449,48077,106,64080,-89,17891,-4,47062,131
13:50,-44,3369,-272,19599,-207,15263,-3261,19328,-1174,8122,-1846,27776,-754,9412,4431,14962,4818,-2257,45151,17394,66253,41292,135451,65063,64099,8303,84159,5964,18693,251,21480,1449,48077,106,64080,-89,17891,-4,47062,131
13:51,-44,3507,-272,19464,-203,14809,-3269,19667,-1162,8328,-1896,27900,-739,9678,4748,14695,5144,-2302,40763,15367,65838,40802,136552,65838,64189,8913,84999,5951,18947,225,21314,1360,48352,118,63681,-86,18290,-4,48579,131
13:52,-44,3507,-272,19464,-203,14809,-3269,19667,-1162,8328,-1896,27900,-739,9678,4748,14695,5144,-2302,40763,15367,65838,40802,136552,65838,64189,8913,84999,5951,18947,225,21314,1360,48352,118,63681,-86,18290,-4,48579,131
13:53,-44,3538,-272,19419,-203,15267,-3283,19453,-1177,8190,-1970,28141,-725,9814,5118,14901,5355,-2401,38953,15469,64216,40666,135414,64457,64338,7928,85940,5856,18630,235,21233,1294,48384,121,63742,-99,17447,-4,47569,138
13:54,-44,3538,-272,19419,-203,15267,-3283,19453,-1177,8190,-1970,28141,-725,9814,5118,14901,5355,-2401,38953,15469,64216,40666,135414,64457,64338,7928,85940,5856,18630,235,21233,1294,48384,121,63742,-99,17447,-4,47569,138
13:55,-44,3538,-272,19419,-203,15267,-3283,19453,-1177,8190,-1970,28141,-725,9814,5118,14901,5355,-2401,38953,15469,64216,40666,135414,64457,64338,7928,85940,5856,18630,235,21233,1294,48384,121,63742,-99,17447,-3,47569,138
13:56,-44,3538,-272,19419,-203,15267,-3283,19453,-1177,8190,-1970,28141,-725,9814,5118,14901,5355,-2401,38953,15469,64216,40666,135414,64457,64338,7928,85940,5856,18630,235,21233,1294,48384,121,63742,-99,17447,-3,47569,138
13:57,-44,3594,-272,19344,-203,15424,-3241,18524,-1187,7962,-2206,28584,-732,10101,5025,14279,5240,-2319,39127,15884,64218,40732,137312,64913,64199,7738,86269,5960,16670,240,21786,1350,48085,121,64251,-89,17486,-3,47749,138
13:58,-44,3594,-272,19344,-203,15424,-3241,18524,-1187,7962,-2206,28584,-732,10101,5025,14279,5240,-2319,39127,15884,64218,40732,137312,64913,64199,7738,86269,5960,16670,240,21786,1350,48085,121,64251,-89,17486,-3,47749,138
14:01,-44,3751,-272,18908,-202,15404,-3268,18173,-1187,7544,-1990,28614,-718,10002,5228,14280,5254,-2656,39881,15752,64535,40766,138500,65600,64360,7889,86825,6239,16611,236,21929,1131,48074,126,63778,-89,17702,-3,48074,138
14:03,-44,4997,-256,17628,-204,15413,-3284,18004,-1177,7866,-2048,28645,-744,9996,5461,13619,5265,-3506,38792,14947,63711,40660,138183,65012,63792,7314,87582,5982,16436,268,22354,1144,48053,119,63919,-133,17598,-3,47730,131
14:05,-44,5090,-256,16489,-204,15232,-3197,17998,-1177,9258,-2004,28107,-726,9989,5195,13656,5837,-3398,39577,16826,63330,41718,137487,65563,62944,7420,86913,6073,16169,309,23249,1072,47839,119,63799,-133,17542,-3,48198,131
14:08,-44,5090,-271,16489,-207,15232,-3197,17998,-1187,9258,-2004,28107,-726,9989,5195,13656,5837,-3398,39577,16826,63330,41718,137487,65563,62944,7420,86913,6073,16169,309,23249,1072,47839,125,63799,-143,17542,-4,48198,124
14:14,-44,7765,-273,15490,-207,14838,-3262,17251,-1191,7686,-2352,24577,-899,10789,4023,13408,5247,-3622,36756,16551,60397,42484,139363,65872,65722,6743,86813,5776,16328,-104,22293,1095,47922,165,63128,-161,16606,-4,46589,109
14:15,-44,7907,-249,14833,-207,14842,-3268,17444,-1190,7686,-2430,24905,-909,10789,4093,13608,5247,-3390,36895,17640,59849,43065,139977,66009,66058,6659,86813,6004,16328,-104,22300,1096,48325,165,63128,-161,16372,-5,46759,109
14:16,-44,7717,-249,14278,-213,15259,-3188,17358,-1195,7917,-2420,24870,-895,11270,3809,13049,5204,-3382,36940,18160,60361,43612,140591,66361,65994,6598,86085,6199,16716,-77,22783,1118,48575,165,65835,-158,16257,-5,45476,110
14:17,-44,7717,-249,14278,-213,15259,-3188,17358,-1195,7917,-2420,24870,-895,11270,3809,13049,5204,-3382,36940,18160,60361,43612,140591,66361,65994,6598,86085,6199,16716,-77,22783,1118,48575,165,65835,-158,16257,-5,45476,110
14:20,-43,7717,-249,14278,-213,15006,-3191,16760,-1203,7144,-2420,25840,-917,9168,4844,14951,4763,-2696,35886,18919,58237,43141,139831,67790,65086,6506,86085,6151,15916,-173,23086,1050,48575,167,66257,-158,16257,-5,44807,110
14:21,-43,8656,-249,15662,-214,15006,-3191,16760,-1203,7144,-3050,25840,-917,9168,4844,14951,4763,-2696,35886,18919,58237,43141,139831,67790,65086,6506,84637,6151,15916,-173,23086,1050,48511,163,66257,-148,16185,-5,44807,110
14:22,-43,8656,-249,15662,-214,15006,-3191,16760,-1203,7144,-3050,25840,-917,9168,4844,14951,4763,-2696,35886,18919,58237,43141,139831,67790,65086,6506,84637,6151,15916,-173,23086,1050,48511,163,66257,-148,16185,-5,44807,110
14:23,-43,10509,-253,19592,-214,14692,-3207,15854,-1203,6995,-3206,26044,-922,8558,5666,17430,5474,-1985,35646,19887,57727,44343,139354,68653,64851,6732,84738,6158,15748,-173,23255,1081,48360,163,66275,-148,16590,-3,44850,109
14:24,-43,10509,-253,19592,-214,14692,-3207,15854,-1203,6995,-3206,26044,-922,8558,5666,17430,5474,-1985,35646,19887,57727,44343,139354,68653,64851,6732,84738,6158,15748,-173,23255,1081,48360,163,66275,-148,16590,-3,44850,109
14:25,-44,10509,-253,19592,-216,14692,-3207,15854,-1201,6995,-3206,26044,-922,8558,5666,17430,5474,-1985,35646,19887,57727,44343,139354,68653,64851,6732,84738,6158,15748,-64,23255,1081,48360,179,66275,-142,16590,-4,44850,109
14:26,-44,11273,-278,19395,-223,13358,-3227,15062,-1209,5543,-3523,25584,-935,10077,4854,15326,4461,-2394,34186,20272,56469,43936,138341,68629,64545,6682,84284,6197,15600,-46,23836,1087,48133,186,65547,-95,16258,-4,45162,106
14:27,-44,11273,-278,19395,-223,13358,-3227,15062,-1209,5543,-3523,25584,-935,10077,4854,15326,4461,-2394,34186,20272,56469,43936,138341,68629,64545,6682,84284,6197,15600,-46,23836,1087,48133,186,65547,-95,16258,-4,45162,106
14:28,-44,11273,-278,19395,-223,13358,-3227,15062,-1209,5543,-3523,25584,-935,10077,4854,15326,4461,-2394,34186,20272,56469,43936,138341,68629,64545,6682,84284,6197,15600,-46,23836,1087,48133,186,65547,-95,16258,-4,45162,106
14:29,-272,19331,-223,13067,-3265,15195,-1208,6042,-3568,25181,-899,10416,4319,15112,4413,-1472,33972,21464,55822,44183,136295,70130,63134,7279,83848,6367,15500,-89,23745,1077,48030,186,65910,-92,17068,-4,45096,106,11420,145
14:31,-45,13406,-272,19331,-223,13067,-3265,15195,-1208,6042,-3568,25181,-899,10416,4319,15112,4413,-1472,33972,21464,55822,44183,136295,70130,63134,7279,83848,6367,15500,-89,23745,1077,48030,189,65910,-92,17068,-4,45096,97
14:31,-45,13406,-272,19331,-223,13067,-3265,15195,-1208,6042,-3568,25181,-899,10416,4319,15112,4413,-1472,33972,21464,55822,44183,136295,70130,63134,7279,83848,6367,15500,-89,23745,1077,48030,189,65910,-92,17068,-4,45096,97
14:32,-45,13406,-272,19331,-223,13067,-3265,15195,-1208,6042,-3568,25181,-899,10416,4319,15112,4413,-1472,33972,21464,55822,44183,136295,70130,63134,7279,83848,6367,15500,-89,23745,1077,48030,189,65910,-92,17068,-4,45096,97
14:34,-45,13279,-278,18727,-225,12756,-3223,15236,-1204,6698,-3584,25575,-880,10288,4657,15365,4396,-1023,33593,21540,55514,44538,136040,70490,63348,6999,84199,6477,15470,-66,23831,1044,47726,188,66035,-83,15349,-5,45213,96
14:35,-45,13279,-278,18727,-225,12756,-3223,15236,-1204,6698,-3584,25575,-880,10288,4657,15365,4396,-1023,33593,21540,55514,44538,136040,70490,63348,6999,84199,6477,15470,-66,23831,1044,47726,188,66035,-83,15349,-5,45213,96
14:36,-271,18744,-225,12451,-3442,13306,-1232,5597,-3797,26819,-946,10465,3987,15977,3816,-1402,31317,22284,52240,44664,132062,69918,61744,7176,81953,6386,15429,151,24531,1225,48454,177,65652,-79,15129,-5,44404,97,10593,144
14:37,-271,18744,-225,12451,-3442,13306,-1232,5597,-3797,26819,-946,10465,3987,15977,3816,-1402,31317,22284,52240,44664,132062,69918,61744,7176,81953,6386,15429,151,24531,1225,48454,177,65652,-79,15129,-5,44404,97,10593,144
14:38,-271,18744,-225,12451,-3442,13306,-1232,5597,-3797,26819,-946,10465,3987,15977,3816,-1402,31317,22284,52240,44664,132062,69918,61744,7176,81953,6386,15429,151,24531,1225,48454,177,65652,-79,15129,-5,44404,97,10593,144
14:40,-241,18335,-225,11393,-3672,12442,-1248,3490,-3814,28201,-951,10507,3919,14710,3377,-1544,29087,17938,52124,56799,130416,69775,61521,7462,80468,6427,16780,41,24481,1396,48175,188,65129,-72,15209,-6,44958,96,10695,144
14:42,-237,18308,-228,10757,-3955,12980,-1263,1717,-3884,29650,-949,10796,3417,15992,3406,-1412,28402,17604,51415,58432,127796,70431,61022,7746,80927,6362,18113,447,24563,1463,48273,200,64993,-79,15327,-6,44647,95,10394,143
14:45,-235,18335,-233,10198,-4090,13756,-1263,1673,-3973,28854,-1003,10863,3635,14900,3052,-636,27296,18718,51049,58404,125890,68584,61753,7805,79399,6154,18239,218,24747,1431,48094,201,65405,11,15313,-7,44362,94,10343,143
14:47,-235,18015,-233,10198,-4090,13756,-1263,1673,-3973,28854,-1003,10863,3635,14900,3052,-636,27296,18718,51049,58404,125890,68584,61753,7805,79399,6154,18239,218,24747,1431,48094,201,65405,11,14882,-7,44362,94,10343,143
15:59,-461,12479,-295,20863,-5695,15759,-1411,11014,-6072,26262,-1412,16363,-11245,11393,-3371,-11536,-9156,3439,9588,47593,47748,57650,38501,4849,47028,-954,17249,-183,40406,1750,47802,-99,58763,-126,9883,-75,27023,17,6954,82
16:00,-461,12479,-295,20863,-5695,15759,-1411,11014,-6072,26262,-1412,16363,-11245,11393,-3371,-11536,-9156,3439,9588,47593,47748,57650,38501,4849,47028,-954,17249,-183,40406,1750,47802,-99,58763,-126,9883,-75,27023,17,6954,82
16:01,-461,12479,-295,20863,-5695,15759,-1411,11014,-6072,26262,-1412,16363,-11245,11393,-3371,-11536,-9156,3439,9588,47593,47748,57650,38501,4849,47028,-954,17249,-183,40406,1750,47802,-99,58763,-126,9883,-75,27023,17,6954,82